標題,連結,作者,來源,日期
焦點股》喬山：旺季增溫 股價強彈,https://tw.news.yahoo.com/%E7%84%A6%E9%BB%9E%E8%82%A1-%E5%96%AC%E5%B1%B1-%E6%97%BA%E5%AD%A3%E5%A2%9E%E6%BA%AB-%E8%82%A1%E5%83%B9%E5%BC%B7%E5%BD%88-032221493.html,未知來源 新聞中心,未知來源,2025-11-24 11:22
AI驅動，台積電未來五年12吋月產能增逾30萬片，競爭優勢延續至2030年,https://tw.stock.yahoo.com/news/ai%E9%A9%85%E5%8B%95-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%9C%AA%E4%BE%86%E4%BA%94%E5%B9%B412%E5%90%8B%E6%9C%88%E7%94%A2%E8%83%BD%E5%A2%9E%E9%80%BE30%E8%90%AC%E7%89%87-%E7%AB%B6%E7%88%AD%E5%84%AA%E5%8B%A2%E5%BB%B6%E7%BA%8C%E8%87%B32030%E5%B9%B4-033102109.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
焦點股》東元：鴻海走軟 股價連帶受累,https://tw.news.yahoo.com/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%9D%B1%E5%85%83-%E9%B4%BB%E6%B5%B7%E8%B5%B0%E8%BB%9F-%E8%82%A1%E5%83%B9%E9%80%A3%E5%B8%B6%E5%8F%97%E7%B4%AF-031854524.html,未知來源 新聞中心,未知來源,2025-11-24 11:18
IC設計新兵報到 傑霖搶攻AI影像晶片市場,https://tw.news.yahoo.com/ic%E8%A8%AD%E8%A8%88%E6%96%B0%E5%85%B5%E5%A0%B1%E5%88%B0-%E5%82%91%E9%9C%96%E6%90%B6%E6%94%BBai%E5%BD%B1%E5%83%8F%E6%99%B6%E7%89%87%E5%B8%82%E5%A0%B4-032029644.html,未知來源 新聞中心,未知來源,2025-11-24 11:20
市場交易清淡，豐興、威致本週鋼筋報價持平,https://tw.stock.yahoo.com/news/%E5%B8%82%E5%A0%B4%E4%BA%A4%E6%98%93%E6%B8%85%E6%B7%A1-%E8%B1%90%E8%88%88-%E5%A8%81%E8%87%B4%E6%9C%AC%E9%80%B1%E9%8B%BC%E7%AD%8B%E5%A0%B1%E5%83%B9%E6%8C%81%E5%B9%B3-033138062.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
電子持穩生技強勢　台股盤中震盪漲逾220點站穩季線,https://tw.news.yahoo.com/%E9%9B%BB%E5%AD%90%E6%8C%81%E7%A9%A9%E7%94%9F%E6%8A%80%E5%BC%B7%E5%8B%A2-%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD%E9%9C%87%E7%9B%AA%E6%BC%B2%E9%80%BE220%E9%BB%9E%E7%AB%99%E7%A9%A9%E5%AD%A3%E7%B7%9A-031841497.html,未知來源 新聞中心,未知來源,2025-11-24 11:18
拚選台南市長！ 陳以信喊「打破青年低薪」：起薪保證33K,https://tw.stock.yahoo.com/news/%E6%8B%9A%E9%81%B8%E5%8F%B0%E5%8D%97%E5%B8%82%E9%95%B7-%E9%99%B3%E4%BB%A5%E4%BF%A1%E5%96%8A-%E6%89%93%E7%A0%B4%E9%9D%92%E5%B9%B4%E4%BD%8E%E8%96%AA-%E8%B5%B7%E8%96%AA%E4%BF%9D%E8%AD%8933k-031500975.html,未知來源 新聞中心,未知來源,2025-11-24 11:15
淡水海纜登陸站防護演練　保二特勤隊將首度曝光,https://tw.news.yahoo.com/%E6%B7%A1%E6%B0%B4%E6%B5%B7%E7%BA%9C%E7%99%BB%E9%99%B8%E7%AB%99%E9%98%B2%E8%AD%B7%E6%BC%94%E7%B7%B4-%E4%BF%9D%E4%BA%8C%E7%89%B9%E5%8B%A4%E9%9A%8A%E5%B0%87%E9%A6%96%E5%BA%A6%E6%9B%9D%E5%85%89-031341374.html,未知來源 新聞中心,未知來源,2025-11-24 11:13
普發一萬　民眾可透過郵局ATM領現 (圖),https://tw.news.yahoo.com/%E6%99%AE%E7%99%BC-%E8%90%AC-%E6%B0%91%E7%9C%BE%E5%8F%AF%E9%80%8F%E9%81%8E%E9%83%B5%E5%B1%80atm%E9%A0%98%E7%8F%BE-%E5%9C%96-032334004.html,未知來源 新聞中心,未知來源,2025-11-24 11:23
焦點股》雙鴻：散熱族群漲跌互見 股價震盪,https://tw.news.yahoo.com/%E7%84%A6%E9%BB%9E%E8%82%A1-%E9%9B%99%E9%B4%BB-%E6%95%A3%E7%86%B1%E6%97%8F%E7%BE%A4%E6%BC%B2%E8%B7%8C%E4%BA%92%E8%A6%8B-%E8%82%A1%E5%83%B9%E9%9C%87%E7%9B%AA-033555957.html,未知來源 新聞中心,未知來源,2025-11-24 11:35
行政院版財劃法沒法源依據？鍾佳濱開嗆傅崐萁：回去好好把憲法讀一遍,https://tw.news.yahoo.com/%E8%A1%8C%E6%94%BF%E9%99%A2%E7%89%88%E8%B2%A1%E5%8A%83%E6%B3%95%E6%B2%92%E6%B3%95%E6%BA%90%E4%BE%9D%E6%93%9A-%E9%8D%BE%E4%BD%B3%E6%BF%B1%E9%96%8B%E5%97%86%E5%82%85%E5%B4%90%E8%90%81-%E5%9B%9E%E5%8E%BB%E5%A5%BD%E5%A5%BD%E6%8A%8A%E6%86%B2%E6%B3%95%E8%AE%80-%E9%81%8D-031400176.html,未知來源 新聞中心,未知來源,2025-11-24 11:14
疫苗接種率雪崩式下滑，莫德納淪為標普「空頭最愛標的」,https://tw.stock.yahoo.com/news/%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E7%8E%87%E9%9B%AA%E5%B4%A9%E5%BC%8F%E4%B8%8B%E6%BB%91-%E8%8E%AB%E5%BE%B7%E7%B4%8D%E6%B7%AA%E7%82%BA%E6%A8%99%E6%99%AE-%E7%A9%BA%E9%A0%AD%E6%9C%80%E6%84%9B%E6%A8%99%E7%9A%84-033645190.html,未知來源 新聞中心,未知來源,2025-11-24 11:36
HVLP4銅箔明年下半恐供不應求，目前通過驗證業者僅三家，金居受益,https://tw.stock.yahoo.com/news/hvlp4%E9%8A%85%E7%AE%94%E6%98%8E%E5%B9%B4%E4%B8%8B%E5%8D%8A%E6%81%90%E4%BE%9B%E4%B8%8D%E6%87%89%E6%B1%82-%E7%9B%AE%E5%89%8D%E9%80%9A%E9%81%8E%E9%A9%97%E8%AD%89%E6%A5%AD%E8%80%85%E5%83%85%E4%B8%89%E5%AE%B6-%E9%87%91%E5%B1%85%E5%8F%97%E7%9B%8A-033524124.html,未知來源 新聞中心,未知來源,2025-11-24 11:35
大膽指盧秀燕韓國瑜不選了、蔣萬安還年輕　他預言2028侯友宜將再戰,https://tw.news.yahoo.com/%E5%A4%A7%E8%86%BD%E6%8C%87%E7%9B%A7%E7%A7%80%E7%87%95%E9%9F%93%E5%9C%8B%E7%91%9C%E4%B8%8D%E9%81%B8%E4%BA%86-%E8%94%A3%E8%90%AC%E5%AE%89%E9%82%84%E5%B9%B4%E8%BC%95-%E4%BB%96%E9%A0%90%E8%A8%802028%E4%BE%AF%E5%8F%8B%E5%AE%9C%E5%B0%87%E5%86%8D%E6%88%B0-031400012.html,未知來源 新聞中心,未知來源,2025-11-24 11:14
南投、彰化檢驗蛋品全數過關　王惠美：還會檢測全縣933場畜牧場,https://tw.news.yahoo.com/%E5%8D%97%E6%8A%95-%E5%BD%B0%E5%8C%96%E6%AA%A2%E9%A9%97%E8%9B%8B%E5%93%81%E5%85%A8%E6%95%B8%E9%81%8E%E9%97%9C-%E7%8E%8B%E6%83%A0%E7%BE%8E-%E9%82%84%E6%9C%83%E6%AA%A2%E6%B8%AC%E5%85%A8%E7%B8%A3933%E5%A0%B4%E7%95%9C%E7%89%A7%E5%A0%B4-031630890.html,未知來源 新聞中心,未知來源,2025-11-24 11:16
美財長：政府停擺損失3455億　整體經濟無衰退風險,https://tw.news.yahoo.com/%E7%BE%8E%E8%B2%A1%E9%95%B7-%E6%94%BF%E5%BA%9C%E5%81%9C%E6%93%BA%E6%90%8D%E5%A4%B13455%E5%84%84-%E6%95%B4%E9%AB%94%E7%B6%93%E6%BF%9F%E7%84%A1%E8%A1%B0%E9%80%80%E9%A2%A8%E9%9A%AA-031539214.html,未知來源 新聞中心,未知來源,2025-11-24 11:15
新版《全民安全指引》增賴清德簽名  柏鴻輝：對國防部是鼓舞、肯定,https://tw.news.yahoo.com/%E6%96%B0%E7%89%88-%E5%85%A8%E6%B0%91%E5%AE%89%E5%85%A8%E6%8C%87%E5%BC%95-%E5%A2%9E%E8%B3%B4%E6%B8%85%E5%BE%B7%E7%B0%BD%E5%90%8D-%E6%9F%8F%E9%B4%BB%E8%BC%9D-%E5%B0%8D%E5%9C%8B%E9%98%B2%E9%83%A8%E6%98%AF%E9%BC%93%E8%88%9E-031952400.html,未知來源 新聞中心,未知來源,2025-11-24 11:19
Gogolook 納入鴻海生態系！以AI防詐科技助攻智慧城市發展,https://tw.stock.yahoo.com/news/gogolook-%E7%B4%8D%E5%85%A5%E9%B4%BB%E6%B5%B7%E7%94%9F%E6%85%8B%E7%B3%BB%EF%BC%81%E4%BB%A5ai%E9%98%B2%E8%A9%90%E7%A7%91%E6%8A%80%E5%8A%A9%E6%94%BB%E6%99%BA%E6%85%A7%E5%9F%8E%E5%B8%82%E7%99%BC%E5%B1%95-032950080.html,未知來源 新聞中心,未知來源,2025-11-24 11:29
國民黨黨慶　洪秀柱批高市「不負責任」：和平統一台灣才能安全,https://tw.news.yahoo.com/%E5%9C%8B%E6%B0%91%E9%BB%A8%E9%BB%A8%E6%85%B6-%E6%B4%AA%E7%A7%80%E6%9F%B1%E6%89%B9%E9%AB%98%E5%B8%82-%E4%B8%8D%E8%B2%A0%E8%B2%AC%E4%BB%BB-%E5%92%8C%E5%B9%B3%E7%B5%B1-%E5%8F%B0%E7%81%A3%E6%89%8D%E8%83%BD%E5%AE%89%E5%85%A8-031916706.html,未知來源 新聞中心,未知來源,2025-11-24 11:19
藍推修法開放中配參選公職？民進黨：是要效忠哪一國？,https://tw.news.yahoo.com/%E8%97%8D%E6%8E%A8%E4%BF%AE%E6%B3%95%E9%96%8B%E6%94%BE%E4%B8%AD%E9%85%8D%E5%8F%83%E9%81%B8%E5%85%AC%E8%81%B7-%E6%B0%91%E9%80%B2%E9%BB%A8-%E6%98%AF%E8%A6%81%E6%95%88%E5%BF%A0%E5%93%AA-%E5%9C%8B-031800481.html,未知來源 新聞中心,未知來源,2025-11-24 11:18
芬蘭也有全民防衛手冊？凌濤曬對比打臉了,https://tw.news.yahoo.com/%E8%8A%AC%E8%98%AD%E4%B9%9F%E6%9C%89%E5%85%A8%E6%B0%91%E9%98%B2%E8%A1%9B%E6%89%8B%E5%86%8A-%E5%87%8C%E6%BF%A4%E6%9B%AC%E5%B0%8D%E6%AF%94%E6%89%93%E8%87%89%E4%BA%86-031909824.html,未知來源 新聞中心,未知來源,2025-11-24 11:19
焦點股：智邦受惠AI高速傳輸需求，股價力守五日線,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%99%BA%E9%82%A6%E5%8F%97%E6%83%A0ai%E9%AB%98%E9%80%9F%E5%82%B3%E8%BC%B8%E9%9C%80%E6%B1%82-%E8%82%A1%E5%83%B9%E5%8A%9B%E5%AE%88%E4%BA%94%E6%97%A5%E7%B7%9A-032040779.html,未知來源 新聞中心,未知來源,2025-11-24 11:20
獨／被點名選桃園市長！季連成首度回應,https://tw.news.yahoo.com/%E7%8D%A8-%E8%A2%AB%E9%BB%9E%E5%90%8D%E9%81%B8%E6%A1%83%E5%9C%92%E5%B8%82%E9%95%B7-%E5%AD%A3%E9%80%A3%E6%88%90%E9%A6%96%E5%BA%A6%E5%9B%9E%E6%87%89-031657931.html,未知來源 新聞中心,未知來源,2025-11-24 11:16
立院外交國防委員會通過 譴責中國長臂管轄我國資通電軍等國人,https://tw.news.yahoo.com/%E7%AB%8B%E9%99%A2%E5%A4%96%E4%BA%A4%E5%9C%8B%E9%98%B2%E5%A7%94%E5%93%A1%E6%9C%83%E9%80%9A%E9%81%8E-%E8%AD%B4%E8%B2%AC%E4%B8%AD%E5%9C%8B%E9%95%B7%E8%87%82%E7%AE%A1%E8%BD%84%E6%88%91%E5%9C%8B%E8%B3%87%E9%80%9A%E9%9B%BB%E8%BB%8D%E7%AD%89%E5%9C%8B%E4%BA%BA-032008094.html,未知來源 新聞中心,未知來源,2025-11-24 11:20
陳水扁大玩AI開張「陳水扁食」　網友敲碗：一定朝聖,https://tw.news.yahoo.com/%E9%99%B3%E6%B0%B4%E6%89%81%E5%A4%A7%E7%8E%A9ai%E9%96%8B%E5%BC%B5-%E9%99%B3%E6%B0%B4%E6%89%81%E9%A3%9F-%E7%B6%B2%E5%8F%8B%E6%95%B2%E7%A2%97-%E5%AE%9A%E6%9C%9D%E8%81%96-032033210.html,未知來源 新聞中心,未知來源,2025-11-24 11:20
TWICE掀熱潮　陳其邁：為高雄創逾5億元觀光產值,https://tw.news.yahoo.com/twice%E6%8E%80%E7%86%B1%E6%BD%AE-%E9%99%B3%E5%85%B6%E9%82%81-%E7%82%BA%E9%AB%98%E9%9B%84%E5%89%B5%E9%80%BE5%E5%84%84%E5%85%83%E8%A7%80%E5%85%89%E7%94%A2%E5%80%BC-031135841.html,未知來源 新聞中心,未知來源,2025-11-24 11:11
東海女大生被撞死調解破局！巨業司機超時上班「保險不賠」,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%A2%AB%E6%92%9E%E6%AD%BB%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%B7%A8%E6%A5%AD%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E4%B8%8A%E7%8F%AD-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-031100241.html,未知來源 新聞中心,未知來源,2025-11-24 11:11
全民安全指引被攻擊「製造恐慌」　劉世芳酸：這種人是公主病、王子病,https://tw.news.yahoo.com/%E5%85%A8%E6%B0%91%E5%AE%89%E5%85%A8%E6%8C%87%E5%BC%95%E8%A2%AB%E6%94%BB%E6%93%8A-%E8%A3%BD%E9%80%A0%E6%81%90%E6%85%8C-%E5%8A%89%E4%B8%96%E8%8A%B3%E9%85%B8-%E9%80%99%E7%A8%AE%E4%BA%BA%E6%98%AF%E5%85%AC%E4%B8%BB%E7%97%85-%E7%8E%8B%E5%AD%90%E7%97%85-032100399.html,未知來源 新聞中心,未知來源,2025-11-24 11:21
TWICE開唱掀熱潮 陳其邁：為高雄創造逾5億元觀光產值,https://tw.news.yahoo.com/twice%E9%96%8B%E5%94%B1%E6%8E%80%E7%86%B1%E6%BD%AE-%E9%99%B3%E5%85%B6%E9%82%81%EF%BC%9A%E7%82%BA%E9%AB%98%E9%9B%84%E5%89%B5%E9%80%A0%E9%80%BE5%E5%84%84%E5%85%83%E8%A7%80%E5%85%89%E7%94%A2%E5%80%BC-031621698.html,未知來源 新聞中心,未知來源,2025-11-24 11:17
雲林清溝大作戰有成　達到減災防疫 (圖),https://tw.news.yahoo.com/%E9%9B%B2%E6%9E%97%E6%B8%85%E6%BA%9D%E5%A4%A7%E4%BD%9C%E6%88%B0%E6%9C%89%E6%88%90-%E9%81%94%E5%88%B0%E6%B8%9B%E7%81%BD%E9%98%B2%E7%96%AB-%E5%9C%96-031423654.html,未知來源 新聞中心,未知來源,2025-11-24 11:14
雲林清溝大作戰清疏上千公里 導入智慧監測減災防疫,https://tw.news.yahoo.com/%E9%9B%B2%E6%9E%97%E6%B8%85%E6%BA%9D%E5%A4%A7%E4%BD%9C%E6%88%B0%E6%B8%85%E7%96%8F%E4%B8%8A%E5%8D%83%E5%85%AC%E9%87%8C-%E5%B0%8E%E5%85%A5%E6%99%BA%E6%85%A7%E7%9B%A3%E6%B8%AC%E6%B8%9B%E7%81%BD%E9%98%B2%E7%96%AB-031237081.html,未知來源 新聞中心,未知來源,2025-11-24 11:12
影/汐止夢湖旁工廠大火竄黑煙　200坪燒毀、2男嗆傷,https://tw.news.yahoo.com/%E5%BD%B1-%E6%B1%90%E6%AD%A2%E5%A4%A2%E6%B9%96%E6%97%81%E5%B7%A5%E5%BB%A0%E5%A4%A7%E7%81%AB%E7%AB%84%E9%BB%91%E7%85%99-200%E5%9D%AA%E7%87%92%E6%AF%80-2%E7%94%B7%E5%97%86%E5%82%B7-031352774.html,未知來源 新聞中心,未知來源,2025-11-24 11:13
央廣前工程師不只駭進官網放中共國旗 還外洩原始程式碼,https://tw.news.yahoo.com/%E5%A4%AE%E5%BB%A3%E5%89%8D%E5%B7%A5%E7%A8%8B%E5%B8%AB%E4%B8%8D%E5%8F%AA%E9%A7%AD%E9%80%B2%E5%AE%98%E7%B6%B2%E6%94%BE%E4%B8%AD%E5%85%B1%E5%9C%8B%E6%97%97-%E9%82%84%E5%A4%96%E6%B4%A9%E5%8E%9F%E5%A7%8B%E7%A8%8B%E5%BC%8F%E7%A2%BC-031228623.html,未知來源 新聞中心,未知來源,2025-11-24 11:12
陳其邁談TWICE演唱會經濟產值 (圖),https://tw.news.yahoo.com/%E9%99%B3%E5%85%B6%E9%82%81%E8%AB%87twice%E6%BC%94%E5%94%B1%E6%9C%83%E7%B6%93%E6%BF%9F%E7%94%A2%E5%80%BC-%E5%9C%96-031626576.html,未知來源 新聞中心,未知來源,2025-11-24 11:16
台大拒重審性平案、舍監留任 學生會籲：立即受理申復,https://tw.news.yahoo.com/%E5%8F%B0%E5%A4%A7%E6%8B%92%E9%87%8D%E5%AF%A9%E6%80%A7%E5%B9%B3%E6%A1%88-%E8%88%8D%E7%9B%A3%E7%95%99%E4%BB%BB-%E5%AD%B8%E7%94%9F%E6%9C%83%E7%B1%B2-%E7%AB%8B%E5%8D%B3%E5%8F%97%E7%90%86%E7%94%B3%E5%BE%A9-031755212.html,未知來源 新聞中心,未知來源,2025-11-24 11:17
AI驅動，台積電未來五年12吋月產能增逾30萬片，競爭優勢延續至2030年,https://tw.stock.yahoo.com/news/ai%E9%A9%85%E5%8B%95-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%9C%AA%E4%BE%86%E4%BA%94%E5%B9%B412%E5%90%8B%E6%9C%88%E7%94%A2%E8%83%BD%E5%A2%9E%E9%80%BE30%E8%90%AC%E7%89%87-%E7%AB%B6%E7%88%AD%E5%84%AA%E5%8B%A2%E5%BB%B6%E7%BA%8C%E8%87%B32030%E5%B9%B4-033102109.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
單親母勒斃2子女辯「手段不兇殘」 判無期確定,https://tw.news.yahoo.com/%E5%96%AE%E8%A6%AA%E6%AF%8D%E5%8B%92%E6%96%832%E5%AD%90%E5%A5%B3%E8%BE%AF-%E6%89%8B%E6%AE%B5%E4%B8%8D%E5%85%87%E6%AE%98-%E5%88%A4%E7%84%A1%E6%9C%9F%E7%A2%BA%E5%AE%9A-032006201.html,未知來源 新聞中心,未知來源,2025-11-24 11:20
影／獨居婦逛彰化果菜市場返家迷途　彰警細心安撫護送長者回家,https://tw.news.yahoo.com/%E5%BD%B1-%E7%8D%A8%E5%B1%85%E5%A9%A6%E9%80%9B%E5%BD%B0%E5%8C%96%E6%9E%9C%E8%8F%9C%E5%B8%82%E5%A0%B4%E8%BF%94%E5%AE%B6%E8%BF%B7%E9%80%94-%E5%BD%B0%E8%AD%A6%E7%B4%B0%E5%BF%83%E5%AE%89%E6%92%AB%E8%AD%B7%E9%80%81%E9%95%B7%E8%80%85%E5%9B%9E%E5%AE%B6-031905854.html,未知來源 新聞中心,未知來源,2025-11-24 11:19
假單身還偷拍私密照！已婚男遭提告下場出爐,https://tw.news.yahoo.com/%E5%81%87%E5%96%AE%E8%BA%AB%E9%82%84%E5%81%B7%E6%8B%8D%E7%A7%81%E5%AF%86%E7%85%A7-%E5%B7%B2%E5%A9%9A%E7%94%B7%E9%81%AD%E6%8F%90%E5%91%8A%E4%B8%8B%E5%A0%B4%E5%87%BA%E7%88%90-032300885.html,未知來源 新聞中心,未知來源,2025-11-24 11:23
高雄獨居老翁消失多日 家屬開門驚見遺體腐爛、10隻狗圍繞,https://tw.news.yahoo.com/%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E8%80%81%E7%BF%81%E6%B6%88%E5%A4%B1%E5%A4%9A%E6%97%A5-%E5%AE%B6%E5%B1%AC%E9%96%8B%E9%96%80%E9%A9%9A%E8%A6%8B%E9%81%BA%E9%AB%94%E8%85%90%E7%88%9B-10%E9%9A%BB%E7%8B%97%E5%9C%8D%E7%B9%9E-032657277.html,未知來源 新聞中心,未知來源,2025-11-24 11:26
市場交易清淡，豐興、威致本週鋼筋報價持平,https://tw.stock.yahoo.com/news/%E5%B8%82%E5%A0%B4%E4%BA%A4%E6%98%93%E6%B8%85%E6%B7%A1-%E8%B1%90%E8%88%88-%E5%A8%81%E8%87%B4%E6%9C%AC%E9%80%B1%E9%8B%BC%E7%AD%8B%E5%A0%B1%E5%83%B9%E6%8C%81%E5%B9%B3-033138062.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
命少年當庭打耳光、積案曠職300小時領薪　前法官周靜妮遭懲戒停任3年,https://tw.news.yahoo.com/%E5%91%BD%E5%B0%91%E5%B9%B4%E7%95%B6%E5%BA%AD%E6%89%93%E8%80%B3%E5%85%89-%E7%A9%8D%E6%A1%88%E6%9B%A0%E8%81%B7300%E5%B0%8F%E6%99%82%E9%A0%98%E8%96%AA-%E5%89%8D%E6%B3%95%E5%AE%98%E5%91%A8%E9%9D%9C%E5%A6%AE%E9%81%AD%E6%87%B2%E6%88%92%E5%81%9C%E4%BB%BB3%E5%B9%B4-033000882.html,未知來源 新聞中心,未知來源,2025-11-24 11:30
AI影片造謠「低調來大陸」　王世堅提交流3原則不朝貢,https://tw.news.yahoo.com/ai%E5%BD%B1%E7%89%87%E9%80%A0%E8%AC%A0-%E4%BD%8E%E8%AA%BF%E4%BE%86%E5%A4%A7%E9%99%B8-%E7%8E%8B%E4%B8%96%E5%A0%85%E6%8F%90%E4%BA%A4%E6%B5%813%E5%8E%9F%E5%89%87%E4%B8%8D%E6%9C%9D%E8%B2%A2-033009838.html,未知來源 新聞中心,未知來源,2025-11-24 11:30
東海女大生遭輾斃調解破局！司機認超時駕駛「保險不賠」…林母：沒誠意,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E9%81%AD%E8%BC%BE%E6%96%83%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%8F%B8%E6%A9%9F%E8%AA%8D%E8%B6%85%E6%99%82%E9%A7%95%E9%A7%9B-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-%E6%9E%97%E6%AF%8D-%E6%B2%92%E8%AA%A0%E6%84%8F-034200608.html,未知來源 新聞中心,未知來源,2025-11-24 11:42
單親媽徒手悶死小姊弟！認生活、經濟壓力大　三審無期徒刑定讞,https://tw.news.yahoo.com/%E5%96%AE%E8%A6%AA%E5%AA%BD%E5%BE%92%E6%89%8B%E6%82%B6%E6%AD%BB%E5%B0%8F%E5%A7%8A%E5%BC%9F-%E8%AA%8D%E7%94%9F%E6%B4%BB-%E7%B6%93%E6%BF%9F%E5%A3%93%E5%8A%9B%E5%A4%A7-%E4%B8%89%E5%AF%A9%E7%84%A1%E6%9C%9F%E5%BE%92%E5%88%91%E5%AE%9A%E8%AE%9E-034100486.html,未知來源 新聞中心,未知來源,2025-11-24 11:41
「喀」一下扳機指！台南8旬婦手指長期痛到崩潰　靠1招2個月成功緩解,https://tw.news.yahoo.com/%E5%96%80-%E4%B8%8B%E6%89%B3%E6%A9%9F%E6%8C%87-%E5%8F%B0%E5%8D%978%E6%97%AC%E5%A9%A6%E6%89%8B%E6%8C%87%E9%95%B7%E6%9C%9F%E7%97%9B%E5%88%B0%E5%B4%A9%E6%BD%B0-%E9%9D%A01%E6%8B%9B2%E5%80%8B%E6%9C%88%E6%88%90%E5%8A%9F%E7%B7%A9%E8%A7%A3-033100514.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
屏東九如推新品種「椰柿」　果農曝：有「哈」味,https://tw.news.yahoo.com/%E5%B1%8F%E6%9D%B1%E4%B9%9D%E5%A6%82%E6%8E%A8%E6%96%B0%E5%93%81%E7%A8%AE-%E6%A4%B0%E6%9F%BF-%E6%9E%9C%E8%BE%B2%E6%9B%9D-%E6%9C%89-%E5%93%88-033102483.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
永和新里程碑   大陳公辦都更單元6動工,https://tw.news.yahoo.com/%E6%B0%B8%E5%92%8C%E6%96%B0%E9%87%8C%E7%A8%8B%E7%A2%91-%E5%A4%A7%E9%99%B3%E5%85%AC%E8%BE%A6%E9%83%BD%E6%9B%B4%E5%96%AE%E5%85%836%E5%8B%95%E5%B7%A5-033107541.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
HVLP4銅箔明年下半恐供不應求，目前通過驗證業者僅三家，金居受益,https://tw.stock.yahoo.com/news/hvlp4%E9%8A%85%E7%AE%94%E6%98%8E%E5%B9%B4%E4%B8%8B%E5%8D%8A%E6%81%90%E4%BE%9B%E4%B8%8D%E6%87%89%E6%B1%82-%E7%9B%AE%E5%89%8D%E9%80%9A%E9%81%8E%E9%A9%97%E8%AD%89%E6%A5%AD%E8%80%85%E5%83%85%E4%B8%89%E5%AE%B6-%E9%87%91%E5%B1%85%E5%8F%97%E7%9B%8A-033524124.html,未知來源 新聞中心,未知來源,2025-11-24 11:35
中日關係緊張　黃國昌：日方希望和平落幕　台灣應重視區域穩定,https://tw.news.yahoo.com/%E4%B8%AD%E6%97%A5%E9%97%9C%E4%BF%82%E7%B7%8A%E5%BC%B5-%E9%BB%83%E5%9C%8B%E6%98%8C-%E6%97%A5%E6%96%B9%E5%B8%8C%E6%9C%9B%E5%92%8C%E5%B9%B3%E8%90%BD%E5%B9%95-%E5%8F%B0%E7%81%A3%E6%87%89%E9%87%8D%E8%A6%96%E5%8D%80%E5%9F%9F%E7%A9%A9%E5%AE%9A-033113060.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
咖啡拿鐵直逼買一送一！週一咖啡日黑五購物節咖啡茶飲優惠,https://tw.news.yahoo.com/%E5%92%96%E5%95%A1%E6%8B%BF%E9%90%B5%E7%9B%B4%E9%80%BC%E8%B2%B7-%E9%80%81-%E9%80%B1-%E5%92%96%E5%95%A1%E6%97%A5%E9%BB%91%E4%BA%94%E8%B3%BC%E7%89%A9%E7%AF%80%E5%92%96%E5%95%A1%E8%8C%B6%E9%A3%B2%E5%84%AA%E6%83%A0-033140639.html,未知來源 新聞中心,未知來源,2025-11-24 11:31
藍營推中配參政免棄國籍 宜蘭代理縣長林茂盛：專心縣政,https://tw.news.yahoo.com/%E8%97%8D%E7%87%9F%E6%8E%A8%E4%B8%AD%E9%85%8D%E5%8F%83%E6%94%BF%E5%85%8D%E6%A3%84%E5%9C%8B%E7%B1%8D-%E5%AE%9C%E8%98%AD%E4%BB%A3%E7%90%86%E7%B8%A3%E9%95%B7%E6%9E%97%E8%8C%82%E7%9B%9B-%E5%B0%88%E5%BF%83%E7%B8%A3%E6%94%BF-033245278.html,未知來源 新聞中心,未知來源,2025-11-24 11:32
